subject_name,course_code,course_title,option_number,component,class_nbr,section,meeting_start_date,meeting_end_date,day,start_time,end_time,room,instructor,seats_open,seats_cap
Color Science,CLRS 890,Research Thesis,1,Thesis,50069,01,2026-01-12,2026-04-27,To be announced,TBA,,Instructor Provided,Mark Fairchild,20,20
Color Science,CLRS 890,Research Thesis,2,Thesis,50442,02,2026-01-12,2026-04-27,To be announced,TBA,,Instructor Provided,Susan Farnand,20,20
Color Science,CLRS 890,Research Thesis,3,Thesis,50573,03,2026-01-12,2026-04-27,To be announced,TBA,,Instructor Provided,Michael Murdoch,20,20
Color Science,CLRS 890,Research Thesis,4,Thesis,50574,04,2026-01-12,2026-04-27,To be announced,TBA,,Instructor Provided,Christopher Thorstenson,20,20
Color Science,CLRS 890,Research Thesis,5,Thesis,51005,05,2026-01-12,2026-04-27,To be announced,TBA,,Instructor Provided,Mekides Assefa Abebe,20,20
Color Science,CLRS 891,Continuation of Thesis,1,Cont,50547,01,2026-01-12,2026-04-27,To be announced,TBA,,Instructor Provided,Susan Farnand,20,20
Communication,COMM 101,Human Communication,1,Lecture,54001,01,2026-01-12,2026-04-27,Tuesday Thursday,14:00,15:15,Wallace Library (WAL)-3430,David Neumann,60,60
Communication,COMM 142,Introduction to Technical Communication,1,Lecture,54000,01,2026-01-12,2026-04-27,Monday Wednesday Friday,09:00,09:50,SH Explore & Devel (SHD)-4350,Susan Quatro,120,120
Communication,COMM 142,Introduction to Technical Communication,2,Lecture,57203,600,2026-01-12,2026-05-01,Monday Wednesday Friday,10:05,11:00,To be announced,Roula Mansour,25,25
Communication,COMM 142,Introduction to Technical Communication,3,Lecture,57523,601,2026-01-12,2026-05-01,Monday Wednesday,16:05,17:25,To be announced,Roula Mansour,25,25
Communication,COMM 142,Introduction to Technical Communication,4,Lecture,57922,602,2026-01-12,2026-05-01,Tuesday Thursday,16:30,17:50,To be announced,Mehreen Shahid,25,25
Communication,COMM 142,Introduction to Technical Communication,5,Lecture,57923,603,2026-01-12,2026-05-01,Tuesday Thursday,12:00,13:20,To be announced,Mehreen Shahid,25,25
Communication,COMM 142,Introduction to Technical Communication,6,Lecture,56977,500,2026-01-19,2026-05-08,Tuesday Thursday,09:30,10:50,To be announced,Leandrit Mehmeti,25,25
Communication,COMM 142,Introduction to Technical Communication,7,Lecture,56978,501,2026-01-19,2026-05-08,Tuesday Thursday,12:30,13:50,To be announced,Leandrit Mehmeti,25,25
Communication,COMM 201,Public Speaking,1,Lecture,54365,01,2026-01-12,2026-04-27,Tuesday Thursday,09:30,10:45,Liberal Arts Hall (LBR)-A205,"Arianna Alsop | Elizabeth Reeves O'Connor,",120,120
Communication,COMM 201,Public Speaking,2,Lecture,53978,02,2026-01-12,2026-04-27,Monday Wednesday Friday,11:00,11:50,Liberal Arts Hall (LBR)-3215,Keri Barone,20,20
Communication,COMM 201,Public Speaking,3,Lecture,53979,03,2026-01-12,2026-04-27,Tuesday Thursday,14:00,15:15,Liberal Arts Hall (LBR)-3215,Katrina Overby,20,20
Communication,COMM 201,Public Speaking,4,Lecture,54103,04,2026-01-12,2026-04-27,To be announced,TBA,,Instructor Provided,"Elizabeth Reeves O'Connor, | Grant Cos",20,20
Communication,COMM 201,Public Speaking,5,Lecture,56866,800,2026-01-19,2026-05-05,Monday,10:00,11:20,To be announced,Jakob Patekar,25,25
Communication,COMM 201,Public Speaking,6,Lecture,57988,600,2026-01-12,2026-05-01,Tuesday Thursday,15:00,16:20,To be announced,Dina Nader,20,20
Communication,COMM 201,Public Speaking,7,Lecture,56952,502,2026-01-19,2026-05-08,Monday Wednesday,12:30,13:50,To be announced,Gent Carrabregu,20,20
Communication,COMM 201,Public Speaking,8,Lecture,56992,503,2026-01-19,2026-05-08,Tuesday Thursday,17:00,18:20,To be announced,Elizabeth Gowing,20,20
Communication,COMM 201,Public Speaking,9,Lecture,56993,504,2026-01-19,2026-05-08,Monday Wednesday,17:00,18:20,To be announced,Erik Benson,20,20
Communication,COMM 211,Principles of Advertising,1,Lecture,53915,01,2026-01-12,2026-04-27,Tuesday Thursday,12:30,13:45,Wallace Library (WAL)-3440,Eun Sook Kwon,32,32
Communication,COMM 211,Principles of Advertising,2,Lecture,54197,02,2026-01-12,2026-04-27,Tuesday Thursday,11:00,12:15,Sustainability Inst(SUS)-3160,- To Be Determined,32,32
Communication,COMM 211,Principles of Advertising,3,Lecture,57692,600,2026-01-12,2026-05-01,Monday Wednesday Friday,09:00,09:55,To be announced,Michael Mooney,30,30
Communication,COMM 211,Principles of Advertising,4,Lecture,57772,601,2026-01-12,2026-05-01,Tuesday Thursday,13:30,14:50,To be announced,Michael Mooney,30,30
Communication,COMM 211,Principles of Advertising,5,Lecture,57995,602,2026-01-12,2026-05-01,Monday Wednesday,14:35,15:55,To be announced,Michael Mooney,30,30
Communication,COMM 212,Public Relations,1,Lecture,54014,01,2026-01-12,2026-04-27,Monday Wednesday Friday,11:00,11:50,Wallace Library (WAL)-4520,- To Be Determined,32,32
Communication,COMM 212,Public Relations,2,Lecture,54032,02,2026-01-12,2026-04-27,Monday Wednesday Friday,12:00,12:50,Wallace Library (WAL)-4620,- To Be Determined,32,32
Communication,COMM 212,Public Relations,3,Lecture,57693,600,2026-01-12,2026-05-01,Monday Wednesday,13:05,14:25,To be announced,Roula Mansour,30,30
Communication,COMM 212,Public Relations,4,Lecture,57996,601,2026-01-12,2026-05-01,Tuesday Thursday,15:00,16:20,To be announced,Helena Rosandic,30,30
Communication,COMM 212,Public Relations,5,Lecture,57997,602,2026-01-12,2026-05-01,Monday Wednesday,14:35,15:55,To be announced,Helena Rosandic,30,30
Communication,COMM 221,Public Relations Writing,1,Lecture,53968,01,2026-01-12,2026-04-27,To be announced,TBA,,Online,Julie Napieralski,20,20
Communication,COMM 221,Public Relations Writing,2,Lecture,53982,02,2026-01-12,2026-04-27,To be announced,TBA,,Online,Julie Napieralski,20,20
Communication,COMM 223,Digital Design in Communication,1,Lecture,53916,01,2026-01-12,2026-04-27,Monday Wednesday Friday,08:00,08:50,Liberal Arts Hall (LBR)-3244,Kari Cameron,20,20
Communication,COMM 223,Digital Design in Communication,2,Lecture,54121,02,2026-01-12,2026-04-27,Monday Wednesday Friday,09:00,09:50,Liberal Arts Hall (LBR)-3244,Kari Cameron,20,20
Communication,COMM 223,Digital Design in Communication,3,Lecture,56921,500,2026-01-19,2026-05-08,Tuesday Thursday,08:00,09:20,To be announced,Edon Muhaxheri,25,25
Communication,COMM 272,Reporting and Writing for News Media,1,Lecture,58000,600,2026-01-12,2026-05-01,Tuesday Thursday,13:30,14:50,TBA,Mehreen Shahid,25,25
Communication,COMM 272,Reporting and Writing for News Media,2,Lecture,58001,601,2026-01-12,2026-05-01,Monday Wednesday Friday,11:10,12:05,TBA,Mehreen Shahid,25,25
Communication,COMM 280,Community Journalism,1,Lecture,56419,01,2026-01-12,2026-04-27,Tuesday Thursday,17:00,18:15,Frank E. Gannett (GAN)-2050,"Josh Meltzer | Tom Dooley,",10,10
Communication,COMM 302,Interpersonal Communication,1,Lecture,53970,01,2026-01-12,2026-04-27,Tuesday,12:30,13:45,Liberal Arts Hall (LBR)-3214 | Online,Katrina Overby,32,32
Communication,COMM 302,Interpersonal Communication,2,Lecture,53971,02,2026-01-12,2026-04-27,Thursday,12:30,13:45,Liberal Arts Hall (LBR)-3214 | Online,Katrina Overby,32,32
Communication,COMM 305,Persuasion,1,Lecture,54390,01,2026-01-12,2026-04-27,Tuesday Thursday,11:00,12:15,Wallace Library (WAL)-3430,Hinda Mandell,64,64
Communication,COMM 306,Rhetoric Of Race Relations,1,Lecture,53954,01,2026-01-12,2026-04-27,Tuesday Thursday,11:00,12:15,Wallace Library (WAL)-3605,Keith Jenkins,32,32
Communication,COMM 321,Copywriting and Visualization,1,Lecture,54124,01,2026-01-12,2026-04-27,Tuesday Thursday,09:30,10:45,Liberal Arts Hall (LBR)-3244,Tom Dooley,24,24
Communication,COMM 321,Copywriting and Visualization,2,Lecture,54125,02,2026-01-12,2026-04-27,Tuesday Thursday,11:00,12:15,Liberal Arts Hall (LBR)-3244,Tom Dooley,24,24
Communication,COMM 321,Copywriting and Visualization,3,Lecture,57694,600,2026-01-12,2026-05-01,Tuesday Thursday,16:30,17:50,To be announced,Michael Mooney,30,30
Communication,COMM 322,Campaign Management and Planning,1,Lecture,54126,01,2026-01-12,2026-04-27,Monday Wednesday Friday,10:00,10:50,Wallace Library (WAL)-4560,Julie Napieralski,24,24
Communication,COMM 322,Campaign Management and Planning,2,Lecture,57696,600,2026-01-12,2026-05-01,Monday Wednesday Friday,10:05,11:00,To be announced,Michael Mooney,24,24
Communication,COMM 341,Visual Communication,1,Lecture,53983,01,2026-01-12,2026-04-27,Monday Wednesday Friday,12:00,12:50,George Eastman Hall (EAS)-3355,Claudia Bucciferro,24,24
Communication,COMM 341,Visual Communication,2,Lecture,54127,02,2026-01-12,2026-04-27,Monday Wednesday Friday,09:00,09:50,George Eastman Hall (EAS)-3381,Claudia Bucciferro,24,24
Communication,COMM 342,Communication Law and Ethics,1,Lecture,54128,01,2026-01-12,2026-04-27,Tuesday Thursday,09:30,10:45,Wallace Library (WAL)-4520,Grant Cos,32,32
Communication,COMM 343,Technology Mediated Communication,1,Lecture,54005,01,2026-01-12,2026-04-27,To be announced,TBA,,Online,Keri Barone,24,24
Communication,COMM 344,Health Communication,1,Lecture,54067,01,2026-01-12,2026-04-27,Tuesday Thursday,09:30,10:45,Liberal Arts Hall (LBR)-3232,Tracy Worrell-Louallen,24,24
Communication,COMM 374,Opinion Media,1,Lecture,56215,01,2026-01-12,2026-04-27,Monday Wednesday Friday,09:00,09:50,George Eastman Hall (EAS)-3287,David Cay Johnston,20,20
Communication,COMM 401,Quantitative Research Methods,1,Lecture,53967,01,2026-01-12,2026-04-27,Tuesday Thursday,14:00,15:15,Liberal Arts Hall (LBR)-3214,Tracy Worrell-Louallen,24,24
Communication,COMM 421,Media Planning,1,Lecture,54366,01,2026-01-12,2026-04-27,Monday,17:00,19:50,Wallace Library (WAL)-3605,- To Be Determined,32,32
Communication,COMM 431,Advertising and Public Relations Agency II,1,Project,54201,01,2026-01-12,2026-04-27,Monday Wednesday Friday,11:00,11:50,Wallace Library (WAL)-4530,Julie Napieralski,14,14
Communication,COMM 497,Communication Portfolio,1,Studio,54202,01,2026-01-12,2026-04-27,To be announced,TBA,,Instructor Provided,Kari Cameron,25,25
Communication,COMM 499,Communication Co Op,1,UNKNOWN,,,2026-01-12,2026-04-27,To be announced,TBA,,Instructor Provided,Xiao Wang,3,3
Communication,COMM 501,Senior Thesis in Communication,1,Seminar,53935,01,2026-01-12,2026-04-27,Monday Wednesday Friday,11:00,11:50,George Eastman Hall (EAS)-3379,Claudia Bucciferro,12,12
Communication,COMM 503,Advanced Public Speaking,1,Seminar,53917,01,2026-01-12,2026-04-27,Tuesday Thursday,12:30,13:45,Liberal Arts Hall (LBR)-3215,Arianna Alsop,20,20
Communication,COMM 703,Research Methods in Communication,1,Seminar,53919,01,2026-01-12,2026-04-27,Wednesday,17:00,19:50,Liberal Arts Hall (LBR)-3215,Xiao Wang,20,20
Communication,COMM 709,Digital Advertising,1,Seminar,54203,01,2026-01-12,2026-04-27,Monday,17:00,19:50,George Eastman Hall (EAS)-3287,- To Be Determined,20,20
Communication,COMM 717,Artificial Intelligence and Communication,1,Lecture,56129,01,2026-01-12,2026-04-27,Tuesday,17:00,19:50,George Eastman Hall (EAS)-3287,Eugene Jang,20,20
Communication,COMM 720,Thesis Preparation Seminar,1,Seminar,54021,01,2026-01-12,2026-04-27,To be announced,TBA,,Instructor Provided,Eun Sook Kwon,7,7
Communication,COMM 800,Communication Thesis Project,1,Thesis,54009,01,2026-01-12,2026-04-27,To be announced,TBA,,Instructor Provided,Eun Sook Kwon,7,7
Communication,COMM 890,Continuation of Thesis Project,1,Cont,54010,01,2026-01-12,2026-04-27,To be announced,TBA,,Instructor Provided,Eun Sook Kwon,7,7
Communications Studies,NCOM 201,Interpersonal Relationships,1,Lecture,51907,01,2026-01-12,2026-04-27,Tuesday Thursday,14:00,15:15,Lyndon Johnson Hall (LBJ)-2345,Catherine Clark,12,12
Communications Studies,NCOM 202,Communication Across Cultures,1,Lecture,51908,01,2026-01-12,2026-04-27,To be announced,TBA,,Online,Kristen Starin,12,12
Communications Studies,NCOM 202,Communication Across Cultures,2,Lecture,51979,02,2026-01-12,2026-04-27,To be announced,TBA,,Online,Kristen Starin,12,12
Communications Studies,NCOM 202,Communication Across Cultures,3,Lecture,52025,03,2026-01-12,2026-04-27,Tuesday Thursday,09:30,10:45,Lyndon Johnson Hall (LBJ)-1480,Kristen Starin,12,12
Communications Studies,NCOM 203,The Science of Learning Creative Minds Effective Learners,1,Lecture,57857,01,2026-01-12,2026-04-27,Tuesday Thursday,14:00,15:15,Lyndon Johnson Hall (LBJ)-2550,Jennifer Verbakel,12,12
Communications Studies,NCOM 206,Effective Teams,1,Lecture,52091,01,2026-01-12,2026-04-27,To be announced,TBA,,Online,Rebecca Jackson,12,12
Communications Studies,NCOM 206,Effective Teams,2,Lecture,52230,02,2026-01-12,2026-04-27,Monday Wednesday,15:00,16:15,Lyndon Johnson Hall (LBJ)-2345,Rebecca Jackson,12,12
Communications Studies,NCOM 207,Organizational Communication the Deaf Employee,1,Lecture,51909,01,2026-01-12,2026-04-27,Tuesday Thursday,09:30,10:45,Lyndon Johnson Hall (LBJ)-2470,Catherine Coppola,12,12
Communications Studies,NCOM 210,Fact or Fiction Becoming a W.I.S.E Consumer of Digital Information,1,Lecture,52138,01,2026-01-12,2026-04-27,To be announced,TBA,,Online,Bonnie Bastian,12,12
Communications Studies,NCOM 210,Fact or Fiction Becoming a W.I.S.E Consumer of Digital Information,2,Lecture,58014,02,2026-01-12,2026-04-27,To be announced,TBA,,Online,Bonnie Bastian,12,12
Communications Studies,NCOM 371,Introduction to Cued American English,1,Lecture,52205,01,2026-01-12,2026-04-27,Monday Wednesday Friday,12:00,12:50,Lyndon Johnson Hall (LBJ)-3645,Jill Burress,10,10
Community Development and Inclusive Leadership,LEAD 101,Introduction to Community Leadership and Development,1,Lecture,52092,01,2026-01-12,2026-04-27,Tuesday Thursday,09:30,10:45,Lyndon Johnson Hall (LBJ)-2460,Denise Kavin,15,15
Community Development and Inclusive Leadership,LEAD 103,Introduction to Intersectionality,1,Lecture,52094,01,2026-01-12,2026-04-27,Tuesday Thursday,17:00,18:15,Lyndon Johnson Hall (LBJ)-1470,Alesia Allen,15,15
Community Development and Inclusive Leadership,LEAD 200,Dimensions of Ethical Community Leadership,1,Lecture,52065,01,2026-01-12,2026-04-27,Tuesday Thursday,12:30,13:45,Lyndon Johnson Hall (LBJ)-1470,Aimee Whyte,15,15
Community Development and Inclusive Leadership,LEAD 201,Shaping Educational and Legal Policy,1,Lecture,52095,01,2026-01-12,2026-04-27,Wednesday,17:00,19:50,Online,Anna Emilio,20,20
Community Development and Inclusive Leadership,LEAD 302,Community Development in Athletics,1,Lecture,52125,01,2026-01-12,2026-04-27,Monday,17:00,19:50,Lyndon Johnson Hall (LBJ)-1460,Skip Flanagan,15,15
Community Development and Inclusive Leadership,LEAD 303,Literatures of Intersectionality,1,Lecture,52097,01,2026-01-12,2026-04-27,Tuesday Thursday,14:00,15:15,Lyndon Johnson Hall (LBJ)-2460,Rachel Mazique,15,15
Community Development and Inclusive Leadership,LEAD 307,Leadership and Accessible Technology,1,Lecture,52099,01,2026-01-12,2026-04-27,Tuesday Thursday,15:30,16:45,Lyndon Johnson Hall (LBJ)-2550,Janine Butler,15,15
Community Development and Inclusive Leadership,LEAD 308,Current Trends in Community Development and Leadership,1,Lecture,52161,01,2026-01-12,2026-04-27,Tuesday Thursday,11:00,12:15,Lyndon Johnson Hall (LBJ)-2470,Denise Kavin,15,15
Community Development and Inclusive Leadership,LEAD 350,Introduction to Qualitative Research,1,Lecture,52130,01,2026-01-12,2026-04-27,Monday Wednesday,15:00,16:15,Lyndon Johnson Hall (LBJ)-2470,Deirdre Schlehofer,15,15
Community Development and Inclusive Leadership,LEAD 351,Introduction to Quantitative Research,1,Lecture,52102,01,2026-01-12,2026-04-27,Tuesday Thursday,09:30,10:45,Lyndon Johnson Hall (LBJ)-1450,Frances Cooley,15,15
Community Development and Inclusive Leadership,LEAD 500,Experiential Learning in Community Development and Inclusive Leadership,1,UNKNOWN,,,2026-01-12,2026-04-27,To be announced,TBA,,TBA,Kathryn Schmitz,10,10
Computer Aided Drafting Technology,NCAD 108,Data Collection Analysis,1,UNKNOWN,,,2026-01-12,2026-04-27,Tuesday | Thursday,14:00 | 14:00,15:50 | 16:50,Lyndon Johnson Hall (LBJ)-1615,James Fugate,8,8
Computer Aided Drafting Technology,NCAD 150,Engineering Graphics in AEC,1,UNKNOWN,,,2026-01-12,2026-04-27,To be announced,TBA,,Off-Campus Location,David Strom,100,100
Computer Aided Drafting Technology,NCAD 170,Construction CAD I,1,Laboratory,51949,01,2026-01-12,2026-04-27,Monday Wednesday Friday,08:00,10:50,Lyndon Johnson Hall (LBJ)-1560,Christopher Brucker,11,11
Computer Aided Drafting Technology,NCAD 180,Civil Technology Graphics,1,UNKNOWN,,,2026-01-12,2026-04-27,Monday | Wednesday,14:00 | 14:00,15:50 | 16:50,Lyndon Johnson Hall (LBJ)-1560,Christopher Brucker,10,10
Computer Aided Drafting Technology,NCAD 230,Construction CAD III,1,Laboratory,51950,01,2026-01-12,2026-04-27,Monday Wednesday Friday,14:00,16:50,Lyndon Johnson Hall (LBJ)-1605,James Fugate,10,10
Computer Aided Drafting Technology,NCAD 245,Energy Modeling for Sustainable Construction,1,UNKNOWN,,,2026-01-12,2026-04-27,Monday | Wednesday,08:00 | 08:00,09:50 | 10:50,Lyndon Johnson Hall (LBJ)-1605,James Fugate,10,10
Computer Aided Drafting Technology,NCAD 265,Construction Materials and Methods II,1,Laboratory,57870,01L1,2026-01-12,2026-04-27,Thursday | Tuesday,08:00 | 08:00,10:50 | 09:50,Lyndon Johnson Hall (LBJ)-1550 | Lyndon Johnson Hall (LBJ)-1605,Christopher Brucker,8,8
Computer Aided Drafting Technology,NCAD 285,MEP Systems,1,Lecture,51952,01,2026-01-12,2026-04-27,Monday Wednesday,11:00,12:15,Lyndon Johnson Hall (LBJ)-1615,Christopher Brucker,10,10
Computer Aided Drafting Technology,NCAD 299,Co op CADT,1,UNKNOWN,,,2026-01-12,2026-04-27,To be announced,TBA,,TBA,James Fugate,15,15
Computer Engineering,CMPE 160,Digital System Design I,1,Lecture,52639,01,2026-01-12,2026-04-27,Monday Wednesday | Tuesday,16:00 | 17:00,17:15 | 18:50,James E Gleason Hall(GLE)-3460 | SH Explore & Devel (SHD)-4300,Marcin Lukowiak,96,96
Computer Engineering,CMPE 160,Digital System Design I,2,Lecture,52639,01,2026-01-12,2026-04-27,Monday Wednesday | Wednesday,16:00 | 18:00,17:15 | 19:50,James E Gleason Hall(GLE)-3410 | SH Explore & Devel (SHD)-4300,Marcin Lukowiak | Mark Byers,96,96
Computer Engineering,CMPE 160,Digital System Design I,3,Lecture,52639,01,2026-01-12,2026-04-27,Monday Wednesday | Monday,16:00 | 19:00,17:15 | 20:50,James E Gleason Hall(GLE)-3410 | SH Explore & Devel (SHD)-4300,Marcin Lukowiak | Richard Cliver,96,96
Computer Engineering,CMPE 160,Digital System Design I,4,Lecture,52639,01,2026-01-12,2026-04-27,Monday Wednesday | Tuesday,16:00 | 17:00,17:15 | 18:50,James E Gleason Hall(GLE)-3410 | SH Explore & Devel (SHD)-4300,Jeffrey Lange | Marcin Lukowiak,96,96
Computer Engineering,CMPE 160,Digital System Design I,5,Lecture,52639,01,2026-01-12,2026-04-27,Monday Wednesday | Tuesday,16:00 | 19:00,17:15 | 20:50,James E Gleason Hall(GLE)-3410 | SH Explore & Devel (SHD)-4300,Jeffrey Lange | Marcin Lukowiak,96,96
Computer Engineering,CMPE 161,Introduction to VHDL,1,Lecture,52755,01,2026-01-12,2026-04-27,Monday Wednesday | Tuesday,16:00 | 17:00,17:15 | 18:50,TBA,Jeffrey Lange | Marcin Lukowiak,2,2
Computer Engineering,CMPE 250,Assembly and Embedded Programming,1,Lecture,52642,01,2026-01-12,2026-04-27,Monday Wednesday Friday | Thursday,11:00 | 14:00,11:50 | 15:50,James E Gleason Hall(GLE)-3460 | Wallace Library (WAL)-3440,Chongzhou Fang,20,20
Computer Engineering,CMPE 257,Introduction to Quantum Computing and Information Science,1,Lecture,52964,01,2026-01-12,2026-04-27,Monday Wednesday Friday,13:00,13:50,James E Gleason Hall(GLE)-2159,Sonia Lopez Alarcon,40,40
Computer Engineering,CMPE 260,Digital System Design II,1,Lecture,52644,01,2026-01-12,2026-04-27,Monday Wednesday | Tuesday,15:00 | 11:00,16:15 | 12:50,James E Gleason Hall(GLE)-3460 | SH Explore & Devel (SHD)-3300,Cory Merkel,120,120
Computer Engineering,CMPE 260,Digital System Design II,2,Lecture,52644,01,2026-01-12,2026-04-27,Monday Wednesday | Thursday,15:00 | 18:00,16:15 | 19:50,James E Gleason Hall(GLE)-3460 | SH Explore & Devel (SHD)-3300,Cory Merkel | Richard Cliver,120,120
Computer Engineering,CMPE 260,Digital System Design II,3,Lecture,52644,01,2026-01-12,2026-04-27,Monday Wednesday | Thursday,15:00 | 11:00,16:15 | 12:50,James E Gleason Hall(GLE)-3460 | SH Explore & Devel (SHD)-3300,- To Be Determined | Cory Merkel,120,120
Computer Engineering,CMPE 260,Digital System Design II,4,Lecture,52644,01,2026-01-12,2026-04-27,Monday Wednesday | Tuesday,15:00 | 19:00,16:15 | 20:50,James E Gleason Hall(GLE)-3460 | SH Explore & Devel (SHD)-3300,Cory Merkel | Richard Cliver,120,120
Computer Engineering,CMPE 350,Computer Organization,1,Lecture,52649,01,2026-01-12,2026-04-27,Monday Wednesday Friday,11:00,11:50,James E Gleason Hall(GLE)-1149,Sonia Lopez Alarcon,50,50
Computer Engineering,CMPE 380,Applied Programming in C,1,Lecture,52650,01,2026-01-12,2026-04-27,Tuesday | Thursday,15:30 | 18:00,16:45 | 19:50,James E Gleason Hall(GLE)-1149 | James E Gleason Hall(GLE)-3159,Marcin Lukowiak | Stephanie Soldavini,50,50
Computer Engineering,CMPE 380,Applied Programming in C,2,Lecture,52650,01,2026-01-12,2026-04-27,Tuesday | Thursday,15:30 | 11:00,16:45 | 12:50,James E Gleason Hall(GLE)-1149 | James E Gleason Hall(GLE)-3410,Stephanie Soldavini,50,50
Computer Engineering,CMPE 460,Interface and Digital Electronics,1,Lecture,52651,01,2026-01-12,2026-04-27,Tuesday Thursday | Friday,09:30 | 14:00,10:45 | 15:50,James E Gleason Hall(GLE)-1139 | James E Gleason Hall(GLE)-3460,Stephanie Soldavini,40,40
Computer Engineering,CMPE 460,Interface and Digital Electronics,2,Lecture,52651,01,2026-01-12,2026-04-27,Tuesday Thursday | Wednesday,09:30 | 14:00,10:45 | 15:50,James E Gleason Hall(GLE)-1139 | James E Gleason Hall(GLE)-3460,Stephanie Soldavini,40,40
Computer Engineering,CMPE 480,Digital Signal Processing,1,Lecture,52653,01,2026-01-12,2026-04-27,Monday Wednesday Friday,10:00,10:50,James E Gleason Hall(GLE)-1139,Alexander Loui,40,40
Computer Engineering,CMPE 497,Multidisciplinary Senior Design I,1,Studio,52888,01,2026-01-12,2026-04-27,Tuesday Thursday,08:00,10:45,James E Gleason Hall(GLE)-4460,"Alexander Loui | Elizabeth DeBartolo,",40,40
Computer Engineering,CMPE 497,Multidisciplinary Senior Design I,2,Studio,57956,02,2026-01-12,2026-04-27,Monday Wednesday,17:00,18:15,James E Gleason Hall(GLE)-4460,"Alexander Loui | Elizabeth DeBartolo,",4,4
Computer Engineering,CMPE 497,Multidisciplinary Senior Design I,3,Studio,58033,03,2026-01-12,2026-04-27,Monday Wednesday,08:00,10:45,James E Gleason Hall(GLE)-4460,Elizabeth DeBartolo,4,4
Computer Engineering,CMPE 498,Multidisciplinary Senior Design II,1,Studio,52889,01,2026-01-12,2026-04-27,Tuesday Thursday,14:00,16:50,James E Gleason Hall(GLE)-4460,"Alexander Loui | Elizabeth DeBartolo,",23,23
Computer Engineering,CMPE 498,Multidisciplinary Senior Design II,2,Studio,52890,02,2026-01-12,2026-04-27,Tuesday Thursday,11:00,13:50,James E Gleason Hall(GLE)-4460,"- To Be Determined, | Elizabeth DeBartolo",23,23
Computer Engineering,CMPE 498,Multidisciplinary Senior Design II,3,Studio,52891,03,2026-01-12,2026-04-27,Monday Wednesday,14:00,16:50,James E Gleason Hall(GLE)-4460,"Alexander Loui | Elizabeth DeBartolo,",15,15
Computer Engineering,CMPE 498,Multidisciplinary Senior Design II,4,Studio,52895,04,2026-01-12,2026-04-27,Monday Wednesday,11:00,13:50,James E Gleason Hall(GLE)-4460,"Alexander Loui, | Elizabeth DeBartolo",15,15
Computer Engineering,CMPE 498,Multidisciplinary Senior Design II,5,Studio,52896,05,2026-01-12,2026-04-27,Monday Wednesday,08:00,10:50,James E Gleason Hall(GLE)-4460,"Alexander Loui | Elizabeth DeBartolo,",15,15
Computer Engineering,CMPE 499,Co op,1,UNKNOWN,,,2026-01-12,2026-04-27,To be announced,TBA,,Off-Campus Location,Amlan Ganguly,100,100
Computer Engineering,CMPE 550,Computer Architecture,1,Lecture,52655,01,2026-01-12,2026-04-27,Monday Wednesday,13:00,14:15,James E Gleason Hall(GLE)-1139,Chongzhou Fang,40,40
Computer Engineering,CMPE 570,Data and Communication Networks,1,Lecture,52656,01,2026-01-12,2026-04-27,Tuesday Thursday,11:00,12:15,Wallace Library (WAL)-3420,Andres Kwasinski,25,25
Computer Engineering,CMPE 599,Independent Study,1,UNKNOWN,,,2026-01-12,2026-04-27,To be announced,TBA,,Instructor Provided,Amlan Ganguly,20,20
Computer Engineering,CMPE 661,Hardware and Software Design for Cryptographic Applications,1,Studio,52837,01,2026-01-12,2026-04-27,Monday Wednesday,18:30,19:45,James E Gleason Hall(GLE)-3159,"Marcin Lukowiak, | Michael Kurdziel",15,15
Computer Engineering,CMPE 663,Real time Embedded Systems,1,Lecture,52754,01,2026-01-12,2026-04-27,Tuesday Thursday,17:00,18:15,Golisano Hall (GOL)-1640,Mitesh Parikh,13,13
Computer Engineering,CMPE 663,Real time Embedded Systems,2,Lecture,52855,02,2026-01-12,2026-04-27,Monday Wednesday,17:00,18:15,Golisano Hall (GOL)-1640,Gene Wolfe,9,9
Computer Engineering,CMPE 670,Data and Communication Networks,1,Lecture,52657,01,2026-01-12,2026-04-27,Tuesday Thursday,11:00,12:15,Wallace Library (WAL)-3420,Andres Kwasinski,15,15
Computer Engineering,CMPE 677,Machine Intelligence,1,Lecture,52842,01,2026-01-12,2026-04-27,Monday Wednesday,15:00,16:15,James E Gleason Hall(GLE)-1129,Sathwika Bavikadi,30,30
Computer Engineering,CMPE 679,Deep Learning,1,Lecture,52834,01,2026-01-12,2026-04-27,Tuesday Thursday,12:30,13:45,James E Gleason Hall(GLE)-1139,Dongfang Liu,35,35
Computer Engineering,CMPE 699,Graduate Co op,1,UNKNOWN,,,2026-01-12,2026-04-27,To be announced,TBA,,Off-Campus Location,Amlan Ganguly,20,20
Computer Engineering,CMPE 755,High Performance Architectures,1,Lecture,52986,01,2026-01-12,2026-04-27,Tuesday Thursday,14:00,15:15,James E Gleason Hall(GLE)-1149,Roy Melton,35,35
Computer Engineering,CMPE 785,Comprehensive Exam,1,UNKNOWN,,,2026-01-12,2026-04-27,To be announced,TBA,,Instructor Provided,Andres Kwasinski,20,20
Computer Engineering,CMPE 790,Thesis,1,Thesis,52660,01,2026-01-12,2026-04-27,To be announced,TBA,,Instructor Provided,Andres Kwasinski,100,100
